0.167767,-0.961857,-1.648925,0.091136,0.145296,-0.171109,1.341304,-0.995017,0.774736,1.520544,-0.582273,0.874991,1.533296,-1.359570,-0.624324,-1.258906,0.522381,1.889023,-1.404352,0.024053,0.859355
-0.776947,-2.457845,0.358234,0.263740,1.749183,-0.395531,-0.314778,0.788117,-0.961841,1.809533,1.046852,0.483324,-2.191655,-0.293734,1.274366,0.396647,1.280010,0.784861,-0.451434,-0.312022,-0.543408
0.783302,1.688255,0.951208,0.403632,0.926977,1.645225,1.105382,-0.120109,1.281748,0.957144,-0.730687,-0.993001,-0.417097,0.438174,-0.139403,-0.152708,0.215903,0.413389,-3.619386,1.017205,-0.716243
0.136123,-1.963500,0.774153,-0.716036,1.264795,-0.657008,0.268455,0.075601,-0.096167,1.061975,0.399457,0.718076,-1.437284,0.838878,-0.724337,0.256075,-0.789480,0.043856,-0.484872,-0.055468,-0.426916
-0.039672,-1.053823,1.204192,0.620144,-0.973679,0.166028,-1.727003,0.114544,0.681426,-1.581892,1.041291,1.773234,-0.298039,1.671651,-2.457507,-0.717805,-0.870638,0.526495,-0.040255,-0.404912,-0.323487
-1.360890,0.899806,0.451946,-0.919105,-0.135407,0.729125,1.406835,0.903580,-0.335401,0.024204,-0.796151,0.697532,-0.172752,-0.465390,0.767565,-0.727366,2.177047,0.725979,0.998491,0.330861,-0.970767
,0.745103,-1.200330,1.005321,-1.937674,0.123993,-0.141258,0.860716,-0.047825,-0.852398,0.149484,-0.833758,-1.544773,-0.866829,-0.640666,-0.154544,0.515328,0.554028,-0.901218,-2.283200,-0.064751
-1.170953,-0.149467,1.015623,-0.015456,0.769990,0.308436,0.071536,0.041750,-0.163944,0.536744,-1.320999,-0.095858,-0.830314,-0.455585,0.576739,1.020702,1.532267,-0.465377,-1.217879,1.053699,0.032226
1.514991,-0.176156,2.179167,0.167358,-1.383976,-1.959379,0.807085,0.707433,-0.844946,1.237429,-0.597465,-1.095148,0.276784,2.029118,-0.397091,-0.034110,-1.189278,-0.405564,1.077032,0.747983,0.066450
0.779109,0.120139,-0.724114,0.782005,1.324803,0.196377,1.501518,-0.366099,-0.811998,-1.150692,-1.636985,1.434427,-0.987941,1.108102,1.140400,-1.075480,0.607017,-0.979976,-1.841641,-0.292191,0.457365
0.582380,0.334504,0.359432,0.303007,0.039676,-0.587776,0.760392,0.265821,-0.309163,0.828856,1.850885,-0.907918,0.218145,1.286228,-1.336150,0.037975,-0.043419,-0.550508,1.608827,0.832811,-0.153887
-0.442535,1.575994,-0.378757,-0.532131,1.000251,0.986276,-0.121376,-0.393481,0.356187,0.909787,-0.809628,1.612066,-0.239013,-0.598436,0.581011,-1.704722,0.954855,1.590358,0.599291,-0.331518,-0.683923
-0.702967,0.139738,-1.249667,0.181450,0.397204,0.372560,-0.969442,0.152550,0.451694,-1.071951,0.696308,0.203343,1.898564,-0.404275,0.535309,1.562438,1.281102,1.535434,0.268528,-0.519908,-0.758382
-0.118827,-1.334672,2.464894,2.353425,0.840653,0.612823,-0.565586,-1.275938,1.333454,-0.233673,-1.545007,0.773430,0.519430,-1.748261,0.296068,0.820154,0.000491,0.112424,-1.002105,0.002338,-0.999170
0.368541,2.609068,-0.558509,0.263634,-1.090140,-1.526087,0.239009,0.418737,-1.991330,1.068993,0.343596,1.494546,1.391806,-0.046998,-0.988352,-0.243473,0.559353,-1.331889,1.921486,0.950475,0.386478
-0.164986,-0.992925,0.525529,0.457808,0.870584,1.611063,-0.231286,0.890724,0.162268,0.388219,1.644461,0.205389,1.422816,-0.965962,0.987074,0.213307,0.208924,1.390129,-0.475502,0.812420,-0.602923
1.338540,-0.499463,-0.540668,0.607827,2.322425,1.659329,-0.602131,-2.671870,0.897636,-0.893613,0.527339,-1.183789,-0.285275,-0.441689,0.628545,-0.353394,-0.115394,0.755869,1.704615,-0.028843,0.796523
1.006565,-1.202452,-0.311576,0.555801,1.103455,0.328820,1.272293,0.712741,0.149599,0.536534,0.233012,0.590878,0.121141,-0.396581,-0.993960,-0.512044,-0.904678,-0.323038,-0.181808,-1.388160,0.741505
2.654193,0.675015,0.356929,-0.744671,0.516552,1.449763,0.536511,0.405376,-2.271464,0.312789,-1.385806,0.189342,0.459168,-1.051891,-0.034820,1.284933,0.259485,0.955389,-0.064692,-0.943991,0.805961
0.967324,0.562146,0.981534,2.242174,-0.517573,-0.087633,0.597162,-1.470094,-1.235008,-1.418451,1.104498,-0.467819,1.761967,0.657039,-2.414186,-0.129390,-2.768523,0.188460,1.860408,1.853190,0.739509
1.117731,-0.590057,0.189487,-0.193034,-1.143419,0.820199,-1.713941,1.886658,0.067521,0.809957,-0.258978,0.110243,0.316880,0.171653,-1.144285,-0.779341,-0.677313,0.338874,1.204032,0.852678,0.898644
-0.031868,-1.257669,-0.927598,0.596821,1.576325,-0.758122,-0.438649,1.265619,-0.477254,0.250110,-0.643211,0.264140,-0.574151,-0.362208,0.597406,0.326289,-0.026683,0.216038,-1.095948,0.753711,-0.444810
-1.380556,0.403926,-1.179839,0.637081,0.787163,-0.396853,0.745839,-1.006862,-0.498977,0.277225,2.079723,-0.673267,-0.407590,0.183340,0.417055,0.099342,1.163281,-0.020259,1.281754,-1.732011,-0.084182
0.867614,1.243665,-0.100712,0.329648,-0.215010,2.086585,-0.573296,0.325282,-0.709760,0.768875,-0.662955,1.607075,-0.527239,-0.081831,-0.049223,0.337475,-0.606557,-1.762144,-1.858027,-0.231429,0.211415
-0.836054,-0.854710,1.917708,0.445958,-1.082510,-0.086302,0.196046,-0.731450,0.897144,-0.717517,0.283403,0.159566,-0.425063,-0.026508,0.452697,3.030211,-0.570130,-1.050955,-0.915582,1.032872,0.657066
0.367536,-0.635489,-0.077721,2.249768,0.230311,0.107416,,1.246354,1.812893,-0.521484,1.795935,-0.131358,-1.158227,-0.928891,1.107847,0.762542,1.282524,-0.921824,-0.339790,-1.197717,-0.084025
-0.072262,-0.183782,-1.023964,-0.524280,-0.904523,-0.116956,0.379064,1.504786,-1.250025,-1.925577,0.599161,0.934059,-0.256856,-0.825459,-0.611621,1.533432,-0.462759,1.272139,-0.521455,-0.944818,-0.838627
0.104952,-0.438170,0.855039,0.390093,-2.065883,0.654555,-1.145178,-1.092486,1.850687,-0.090416,-0.871701,-0.262326,-0.847410,0.042382,-1.079067,-0.919595,0.016457,0.373423,1.431979,0.892656,-0.435923
-0.798524,-0.312256,0.019140,1.390164,0.652445,-1.070257,-1.104085,-0.938542,0.319065,1.987886,1.103365,0.322424,-0.568264,1.216283,-0.567126,0.990486,-1.057436,1.483811,0.723905,2.529174,0.715456
1.660530,0.034299,-1.334907,-0.596742,1.065943,-1.321852,-0.839073,1.270456,1.740816,-1.623366,-0.220229,-0.115741,0.434292,0.722322,-0.344778,-1.119281,0.915079,-0.524572,0.699520,0.217943,-0.170980
1.243068,-0.560555,0.309592,0.709358,2.366303,0.273815,-1.249921,1.092994,-0.569614,-0.580608,1.895251,-0.059272,-1.406640,1.310696,0.611993,1.433848,0.432733,-0.438112,0.192757,1.730009,0.644621
-0.214880,0.218577,0.160170,0.602864,-1.670848,-2.028501,0.107871,0.683321,0.702444,-0.720824,0.160429,-0.413968,-0.800489,2.328453,-2.156364,1.025959,0.081426,0.772816,-1.197536,0.013349,-0.690697
0.653973,-0.632999,0.452188,-0.739406,0.326639,-0.555972,0.708213,-0.601465,-0.127038,1.355289,0.332564,-0.582192,1.257154,1.432959,-0.260414,0.273671,0.323422,-0.255990,1.753117,-1.169412,-0.788865
1.407908,0.073673,-1.254980,-0.093229,-0.429287,0.080983,0.047279,-0.028463,0.793831,0.317959,-0.013656,-0.121094,0.855575,0.172870,1.400286,-0.697430,-1.186214,-0.816139,-1.399828,-0.358453,0.434107
1.350642,0.289953,-1.807071,-0.835806,1.242410,1.369216,1.330547,-0.209701,-0.881970,0.724453,-0.120094,-0.243675,-0.683648,0.347162,-0.896489,-0.402714,1.972855,-0.079152,1.247453,0.224296,0.672495
0.339434,0.973868,-1.148927,-0.364704,1.045115,-0.042581,1.147361,0.667111,-1.489976,-0.800339,0.903073,-2.412530,0.856170,-0.149453,-0.871917,2.287704,-0.873710,-0.635095,-0.294032,-0.308215,0.414231
1.479567,-0.515298,0.254826,0.384438,-0.640314,-0.781955,-1.865397,2.713632,0.490011,-1.868439,0.462572,-3.364923,-1.596942,0.071504,-1.124545,-0.706762,0.581829,0.801531,-0.995861,0.614900,-0.037141
1.502832,-0.546976,-0.150900,0.139911,-0.912849,-1.866154,-0.711208,1.864134,0.343793,-2.749145,0.595879,0.518743,-0.509201,0.082147,2.189745,-0.501463,0.675147,-1.254483,-0.691017,-0.773671,-0.604661
1.641146,-0.783969,0.707252,0.128018,-0.717353,-0.298728,0.847900,-0.221958,-0.688961,0.594622,1.422699,0.627356,0.326329,0.104766,0.307957,0.323000,1.206621,0.716952,0.052894,0.901466,0.410914
-1.387660,0.710766,-0.525548,-0.672059,0.047261,0.951137,-0.311001,-0.766030,-0.581989,-0.680011,-0.669876,0.026548,-0.460933,1.873163,0.932868,-1.120160,0.532996,1.188157,-1.110090,-0.484752,0.305800
-1.975586,-0.018063,1.582695,1.112087,-0.777185,1.167470,-0.576778,0.312112,0.826989,-0.407586,-0.884637,0.649613,-0.177203,-0.551836,0.634296,-0.214971,0.382866,-0.965609,0.724027,-0.946665,-0.841113
-1.132157,-0.918487,-0.566042,1.073508,1.761396,-0.635544,-1.043956,-0.458812,0.727592,1.448755,-1.084310,0.211035,-0.447718,-0.336644,-0.851875,1.104487,0.691297,0.561907,-1.251400,-1.372653,-0.479826
-1.350229,0.747443,-0.407938,0.725625,-2.950771,0.509490,1.440164,-0.654243,0.460888,-0.245699,0.399805,-0.167806,0.021681,-0.118784,-0.751256,-0.186131,1.354567,0.236782,-2.438120,-0.546394,0.880153
-0.966717,2.260743,1.233732,0.178468,-0.684165,0.060652,0.427123,0.577065,1.100179,0.154886,-1.505078,1.505403,-0.060799,-0.313929,-0.543994,1.465430,-0.270993,-0.371730,0.679118,-3.115642,-0.741274
0.404417,0.190900,-0.222168,-0.873460,-0.095604,1.068832,0.939045,0.356719,1.595303,0.058934,-0.432050,0.177425,0.651528,0.253339,1.633732,0.401575,0.690589,-1.213314,-0.797876,1.458422,-0.673027
,0.781897,-0.746388,0.828999,-1.247985,-0.079673,-0.847078,-0.634862,0.029741,0.611390,1.075098,-0.170195,-1.688533,0.320925,0.175325,1.365794,0.408647,2.001454,1.142787,-0.147538,0.939927
0.138438,0.263704,-0.102604,-0.400538,0.934864,-2.369856,1.176497,-0.652993,-0.531027,-0.397403,-0.961588,1.046038,-0.470310,-0.502557,0.007770,0.033451,-0.538109,1.067341,-1.170621,0.374450,0.623475
-1.086380,-0.879070,-0.414557,0.295270,-0.804286,1.365886,0.084962,-0.000812,-0.399143,0.971918,1.426748,-2.401254,0.561745,-1.045181,0.437962,0.218626,0.332411,-0.076439,-0.419249,0.824519,-0.129474
-0.399085,-0.608472,-0.159180,-1.115818,0.110330,0.487606,-0.564319,-1.254151,-0.811287,0.757963,-0.767575,-0.089550,-0.820449,-0.865740,0.644236,-1.827559,1.318661,0.189376,0.706923,-0.633120,-0.364419
0.142259,-1.021159,0.753499,-0.670400,-1.030036,-0.158968,0.151845,1.221796,-0.421818,0.773421,1.562011,-0.813762,1.025366,0.670454,0.151262,-1.693181,1.122392,1.418257,1.731915,-0.229264,-0.535190
0.360176,0.801300,-0.313477,0.425911,-0.415967,0.755596,-0.703836,-0.006613,0.237962,-2.268001,1.538477,-1.613572,-0.314275,-0.408064,-0.160983,-2.047029,0.632269,0.360637,0.234636,0.444431,0.781818
-1.446788,0.617553,2.637889,-1.200124,0.665440,1.824704,-0.761657,-0.671614,0.521349,0.082930,-2.169905,0.415483,1.618798,0.408612,2.283495,0.814675,1.200791,-0.425836,0.226995,0.676433,-0.087828
0.006481,0.012920,0.929549,1.304718,-0.518141,0.889160,-1.384869,1.028059,0.844966,0.791683,0.792405,1.100705,-0.738297,0.266300,0.658593,0.210625,-0.989231,-1.168011,0.243029,-1.142210,-0.631680
-0.495979,1.347170,-0.608006,0.793073,-0.517002,0.133597,0.587689,1.134154,0.518437,-1.647426,0.649671,1.562952,0.294569,-1.565369,1.004116,-0.527842,3.241345,-1.255216,-0.102324,-0.620468,-0.900923
-0.754902,0.955868,-0.337077,0.828579,-0.275481,-1.393172,-1.600151,-0.279654,-0.614968,1.131592,0.940050,-0.120900,0.192129,-1.141707,0.426104,1.475706,0.115833,0.514228,0.687351,-1.342019,0.548602
-0.774000,-0.090484,0.279920,-0.611441,-0.303150,-0.173763,0.569040,0.037887,0.512258,0.322295,-0.491785,-1.459716,-0.667947,-0.890051,0.445600,-0.004293,0.394398,1.217950,1.194356,-0.443736,-0.714907
-0.858631,1.203308,0.315111,-0.312543,0.997716,0.632903,-1.353578,0.679828,0.579549,0.899757,0.040598,-0.997116,1.066950,0.347106,0.493886,1.022626,-0.705273,-0.387456,0.523218,-1.394589,0.000194
-1.035103,0.604917,-0.138220,0.529541,-1.945628,-0.414748,0.811358,-1.290688,0.098172,,1.288161,1.618299,-1.826461,-0.901757,0.389736,-0.187844,-0.503519,0.309439,0.277045,-0.605186,-0.393390
