X1,X2,y
0.02586917842357332,0.5877666433783875,1
0.10381870804649583,-1.0332722075130518,0
0.18078999672674595,0.43800324386781,1
0.23885696929271383,0.8258240840114912,0
-0.30378270955209746,-0.5431309995674377,1
0.17231634086556155,-0.9747139161359348,0
1.102481286873556,-0.10934831184458724,0
-0.3983220886451327,0.4821242051127836,1
-0.17783372411135745,1.0482587575510571,0
-0.346924588025289,,1
-0.5635041441589368,-0.030130160005178104,1
1.0898478560134504,,0
-0.6937952159722369,0.3280578117348936,0
0.3281970452160371,0.5806286588126096,1
0.24736729821795259,-0.3092329786753878,1
-0.7451081937951378,-0.4437159961468711,0
-0.31938512348831943,-1.0008323175293188,0
-0.49340391859231053,0.9180476693854654,0
0.21431404660130232,-0.14750361598928005,1
-0.26153983640002904,-0.49255331831447596,1
1.0956662055168733,0.04746247185704608,0
0.2920035695931067,1.087000198671521,0
-0.8604604928057721,,0
-0.4325383681094655,0.23637207533192856,1
0.9934710926977625,-0.5775477420908658,0
0.5610802290298474,-0.07882450285167833,1
-0.12242868525085929,-0.47061083701862627,1
0.33111818453136405,-0.9197970925820699,0
0.2310207257513733,0.852799654108996,0
0.4132221288983865,-1.0568232798201223,0
-0.632140041128944,-0.9943387332723095,0
0.4449339870079333,0.4717884686920356,1
-1.1749705162909365,-0.10610602937447736,0
0.35157937969348557,-0.34284548889465555,1
0.059535311151031084,0.8351503556362588,0
-0.6284929796333585,-0.054742484551287496,0
,,1
0.09994687712129391,,0
0.0624001466174342,0.6894931414141301,0
0.6631650287931076,-0.8296796554660518,0
0.49629733443919755,0.6415472545399661,0
0.9151807330489234,0.4685564933697295,0
-0.023712105701724127,1.2093352386297185,0
-1.0582990447768894,-0.15260516078346478,0
0.5671728098212916,-0.07277405952856414,1
0.47703415507268326,0.16888975700124284,1
,-0.2833291245324401,1
1.1107571425535936,-0.022375444507809185,0
0.027408520660194093,-0.43177509625382754,1
0.6765750035749626,0.32605265234821396,1
-0.24256452103068432,-0.9002389341652868,0
-0.25381424567079625,0.3191652212358281,1
0.702051769295581,0.5868999400644461,0
-0.5217210203273019,,1
,0.7065961994984118,0
0.6245174586731003,-0.07678117008540494,1
0.927374735520558,,0
-1.246297387032117,-0.22375106793561783,0
0.2198105408496696,-0.6973071260231909,1
-0.4589809248473763,,0
-1.0512743037183874,0.19797448582076338,0
-0.9196695373326861,0.729694932729511,0
-0.9355248156577654,-0.38618616089349095,0
0.3240609249493688,0.7138922434097752,0
,0.06897018522648006,0
0.29907872846441386,-1.0234110065965938,0
0.6851660149199778,-0.7299311097806747,0
0.9095432837399502,0.03189224864915734,0
0.3383475232620874,0.015079751229851064,1
-0.40945713836141234,0.7637277637900725,0
0.4285358826345905,0.2812093475887071,1
0.070876108712183,-0.22218314929870248,1
0.2508830549145047,-0.5357714221161128,1
-0.13215948344408882,0.6283943001288372,1
0.5580967213016549,0.336912303442517,0
-1.065191360296966,0.5288099346671854,0
-0.4018436874612254,-0.18138236557575324,1
0.37353845676366143,,1
-0.4893910137975821,0.02198687076905911,1
-0.3832064754492956,-0.6647244667822026,1
,0.4190924297639841,1
-0.011599904317804333,0.3197148860892506,1
-1.2151037748641673,-0.021272765480524744,0
-0.02081754111043163,0.2170508165281139,1
-0.3868727912579857,0.5201839128261398,1
0.5448735139852489,0.6223220700338821,0
-0.41342108903106956,-0.2779867970808909,1
1.0226737630476699,-0.8486139903140311,0
-0.5676505155991481,-0.5680409231574741,1
0.302383970496031,-0.03404543839365819,1
0.31260279035481964,0.9971174906835363,0
0.566297231953406,,0
-0.4485879699376373,-0.12214106960115519,1
0.517120590569839,-0.6258899843615695,0
0.3621070275082774,0.2717143368739206,1
-0.12546323248586383,1.0675982077930237,0
0.12191788212561448,-0.45658493946767187,1
-0.566892677914814,-0.1473990307006019,1
,0.9462643616603558,0
0.13065651865718342,0.46523727890062183,1
-0.4478529738696371,0.18283123768075282,1
1.1577311654961595,0.3193902212076747,0
-1.0438530497410008,0.028272971596888626,0
0.4881649576000444,0.08807949733320392,1
,-0.9568982220113487,0
-0.6618811573801153,-0.41620329522658944,0
-0.20521075758436247,0.44254737643238634,1
-0.04731854352036762,1.1123055768517796,0
1.2792609602979657,0.2552422396199132,0
0.3422956552839447,0.6077406874054604,1
0.5892010971355255,0.021252053744679186,1
-0.3262404676287531,0.9478001158384786,0
0.6350541793314515,0.11682145789890576,1
,0.34558159454117077,1
-0.3861937046731511,1.1488382018445829,0
-0.5677181232538635,0.20017169959582132,1
0.861491803141285,0.07304636301443865,0
0.2244023073897097,0.8764435862563194,0
0.7026793030891396,-0.6923748413435992,0
,0.5193971513979794,1
0.6080223942324867,-0.009054920647604721,1
0.6355317276725632,-0.7099713010697002,0
-0.9340431053222211,0.11984516314716098,0
0.23343951829734366,0.3842097648711863,1
